Price,Close,Volume
Ticker,RHEPZ,RHEPZ
Date,,
2025-08-15,5.25,55000
2025-08-18,4.550000190734863,85500
2025-08-19,4.0,14800
2025-08-20,4.199999809265137,14300
2025-08-21,4.199999809265137,5000
2025-08-22,3.7799999713897705,1200
2025-08-25,3.5,2100
2025-08-26,4.0,4100
2025-08-27,3.759999990463257,10200
2025-08-28,4.0,7000
2025-08-29,3.6500000953674316,1400
2025-09-02,3.799999952316284,3600
2025-09-03,3.8499999046325684,1500
2025-09-04,3.809999942779541,3100
2025-09-05,3.9159998893737793,600
2025-09-08,3.9200000762939453,1400
2025-09-09,3.609999895095825,1600
2025-09-10,3.819999933242798,500
2025-09-11,3.7699999809265137,1000
2025-09-12,3.799999952316284,300
2025-09-15,3.5999999046325684,4500
2025-09-16,3.5999999046325684,3600
2025-09-17,3.5999999046325684,0
2025-09-18,3.200000047683716,2100
2025-09-19,3.5,4600
2025-09-22,3.200000047683716,400
2025-09-23,3.0999999046325684,2700
2025-09-24,3.069999933242798,6200
2025-09-25,3.069999933242798,1000
2025-09-26,3.2149999141693115,3400
2025-09-29,3.0999999046325684,1500
2025-09-30,2.950000047683716,12100
2025-10-01,3.0,200
2025-10-02,2.809999942779541,3000
2025-10-03,2.7109999656677246,700
2025-10-06,2.809999942779541,1600
2025-10-07,2.5999999046325684,1300
2025-10-08,3.0999999046325684,2700
2025-10-09,3.0,3000
2025-10-10,2.6050000190734863,500
2025-10-13,2.799999952316284,4100
2025-10-14,2.819000005722046,600
2025-10-15,2.819000005722046,0
2025-10-16,2.5,4500
2025-10-17,2.5999999046325684,1000
2025-10-20,2.509999990463257,200
2025-10-21,2.5999999046325684,300
2025-10-22,2.5999999046325684,0
2025-10-23,2.5999999046325684,0
2025-10-24,2.5999999046325684,0
2025-10-27,2.75,6200
2025-10-28,2.5250000953674316,4100
2025-10-29,2.5299999713897705,1900
2025-10-30,2.5999999046325684,2000
2025-10-31,2.5199999809265137,800
2025-11-03,2.6640000343322754,400
2025-11-04,2.5199999809265137,300
2025-11-05,2.75,400
2025-11-06,2.5,200
2025-11-07,2.5,200
2025-11-10,2.5,1600
2025-11-11,2.5,0
2025-11-12,2.5,0
2025-11-13,2.25,1600
2025-11-14,2.25,0
2025-11-17,2.119999885559082,600
2025-11-18,2.119999885559082,100
2025-11-19,2.109999895095825,200
2025-11-20,2.109999895095825,0
2025-11-21,2.109999895095825,0
2025-11-24,1.809999942779541,300
2025-11-25,1.7999999523162842,3200
2025-11-26,2.359999895095825,2100
2025-11-28,2.359999895095825,0
2025-12-01,2.1500000953674316,400
2025-12-02,2.1500000953674316,0
2025-12-03,2.1500000953674316,0
2025-12-04,2.4000000953674316,27800
2025-12-05,2.4000000953674316,600
2025-12-08,2.4000000953674316,0
2025-12-09,2.4000000953674316,0
2025-12-10,2.4000000953674316,0
2025-12-11,2.4000000953674316,5600
2025-12-12,2.4000000953674316,1000
2025-12-15,2.049999952316284,200
2025-12-16,2.5,9000
2025-12-17,2.5,0
2025-12-18,2.5,0
2025-12-19,1.409999966621399,3700
2025-12-22,2.4000000953674316,6100
2025-12-23,2.4000000953674316,0
2025-12-24,1.850000023841858,200
2025-12-26,2.0199999809265137,100
2025-12-29,2.0199999809265137,0
2025-12-30,1.7000000476837158,3000
2025-12-31,1.7000000476837158,1000
2026-01-02,1.7000000476837158,300
2026-01-05,1.7000000476837158,0
2026-01-06,1.9500000476837158,500
2026-01-07,1.9500000476837158,200
2026-01-08,1.9500000476837158,200
2026-01-09,2.0299999713897705,600
2026-01-12,1.9500000476837158,500
2026-01-13,1.9500000476837158,1500
2026-01-14,1.9500000476837158,0
2026-01-15,1.9500000476837158,0
2026-01-16,1.899999976158142,1400
2026-01-20,1.899999976158142,2300
2026-01-21,1.899999976158142,0
2026-01-22,1.899999976158142,0
2026-01-23,2.049999952316284,400
2026-01-26,2.049999952316284,0
2026-01-27,2.0999999046325684,900
2026-01-28,1.899999976158142,800
2026-01-29,1.899999976158142,0
2026-01-30,2.049999952316284,200
2026-02-02,1.9880000352859497,100
2026-02-03,1.9880000352859497,0
2026-02-04,2.25,1000
2026-02-05,2.25,1400
2026-02-06,2.25,0
2026-02-09,2.25,0
2026-02-10,1.850000023841858,100
2026-02-11,1.850000023841858,0
2026-02-12,2.069999933242798,400
2026-02-13,2.0999999046325684,100
2026-02-17,2.1540000438690186,3500
2026-02-18,2.1500000953674316,700
2026-02-19,2.1500000953674316,300
2026-02-20,2.1500000953674316,0
2026-02-23,2.1500000953674316,0
2026-02-24,2.1500000953674316,0
2026-02-25,2.1500000953674316,1600
2026-02-26,2.1500000953674316,1300
2026-02-27,2.1500000953674316,400
2026-03-02,2.1500000953674316,0
2026-03-03,2.1500000953674316,0
2026-03-04,2.1500000953674316,1700
2026-03-05,2.1500000953674316,2000
2026-03-06,2.1500000953674316,200
2026-03-09,2.1500000953674316,200
2026-03-10,2.1500000953674316,0
2026-03-11,2.1500000953674316,200
2026-03-12,2.1500000953674316,0
2026-03-13,2.1500000953674316,0
2026-03-16,2.1500000953674316,0
2026-03-17,2.1500000953674316,2300
2026-03-18,2.0999999046325684,1100
2026-03-19,2.130000114440918,200
2026-03-20,2.1500000953674316,1100
