Price,Close,Volume
Ticker,BN,BN
Date,,
2021-03-22,23.185199737548828,3383085
2021-03-23,22.93435287475586,5821089
2021-03-24,23.03162384033203,3050681
2021-03-25,23.241514205932617,4060599
2021-03-26,23.379732131958008,2597946
2021-03-29,23.354141235351562,2744062
2021-03-30,23.215913772583008,3123552
2021-03-31,22.780776977539062,7074097
2021-04-01,22.908767700195312,9139338
2021-04-05,23.241514205932617,4176632
2021-04-06,23.05209732055664,4797157
2021-04-07,23.15960121154785,3395791
2021-04-08,23.169837951660156,2707814
2021-04-09,23.308063507080078,4009216
2021-04-12,23.5281925201416,3235288
2021-04-13,23.29782485961914,3342913
2021-04-14,23.23638916015625,5476540
2021-04-15,23.681774139404297,3610667
2021-04-16,23.604982376098633,3422884
2021-04-19,23.441164016723633,3186147
2021-04-20,22.6323184967041,5272127
2021-04-21,23.1135311126709,3274900
2021-04-22,23.046979904174805,3305169
2021-04-23,23.205673217773438,2936143
2021-04-26,23.24662971496582,2281238
2021-04-27,23.256872177124023,2311320
2021-04-28,23.39509391784668,6105473
2021-04-29,23.564027786254883,2688942
2021-04-30,23.33366584777832,3219593
2021-05-03,23.41044807434082,2449588
2021-05-04,23.169837951660156,3606370
2021-05-05,23.261985778808594,6561384
2021-05-06,23.415565490722656,2633821
2021-05-07,23.773914337158203,4077042
2021-05-10,23.574262619018555,3182783
2021-05-11,23.451406478881836,4292105
2021-05-12,22.90363883972168,4700743
2021-05-13,23.308063507080078,4703172
2021-05-14,24.767057418823242,7970785
2021-05-17,24.956466674804688,4509410
2021-05-18,25.08445167541504,5405537
2021-05-19,24.99742317199707,5404042
2021-05-20,25.140766143798828,4605077
2021-05-21,25.02813720703125,3962690
2021-05-24,25.26874542236328,2881396
2021-05-25,25.25850486755371,5864064
2021-05-26,25.44280242919922,4137394
2021-05-27,25.75075912475586,6370798
2021-05-28,25.838016510009766,3883466
2021-06-01,25.755901336669922,5139651
2021-06-02,25.64810562133789,3449603
2021-06-03,25.66350746154785,3801814
2021-06-04,25.694299697875977,2998177
2021-06-07,25.7302303314209,3036854
2021-06-08,25.678903579711914,4068073
2021-06-09,25.43253517150879,2983229
2021-06-10,25.601913452148438,3731372
2021-06-11,25.473596572875977,2975007
2021-06-14,25.45306396484375,3279010
2021-06-15,25.709699630737305,4307987
2021-06-16,25.74049949645996,9886920
2021-06-17,25.288820266723633,6036152
2021-06-18,25.088645935058594,8717059
2021-06-21,25.514657974243164,4015195
2021-06-22,25.82261848449707,5476166
2021-06-23,25.76616668701172,4303503
2021-06-24,26.525800704956055,5196453
2021-06-25,26.79269790649414,6816059
2021-06-28,26.86654281616211,6134654
2021-06-29,27.109466552734375,6069897
2021-06-30,26.34967803955078,6022582
2021-07-01,26.706315994262695,2727956
2021-07-02,26.53057861328125,4627246
2021-07-06,26.3858585357666,5648513
2021-07-07,26.308330535888672,4596630
2021-07-08,26.003379821777344,7026036
2021-07-09,26.494396209716797,3601897
2021-07-12,26.37034797668457,3524708
2021-07-13,26.09641456604004,7687337
2021-07-14,26.179109573364258,4546903
2021-07-15,26.06540298461914,4847123
2021-07-16,25.620899200439453,5810869
2021-07-19,24.74740219116211,11789290
2021-07-20,25.41932487487793,6539524
2021-07-21,26.34450912475586,4131271
2021-07-22,26.582263946533203,8429351
2021-07-23,26.463388442993164,14953103
2021-07-26,26.199787139892578,9363966
2021-07-27,26.954410552978516,6393496
2021-07-28,27.6883487701416,6182712
2021-07-29,28.220720291137695,12364866
2021-07-30,27.905433654785156,6843455
2021-08-02,27.962289810180664,5030261
2021-08-03,28.138023376464844,5562232
2021-08-04,28.494657516479492,6918788
2021-08-05,28.856460571289062,3137279
2021-08-06,29.31130027770996,7004327
2021-08-09,29.487037658691406,6382734
2021-08-10,29.605911254882812,3723061
2021-08-11,29.65760040283203,5451088
2021-08-12,29.228607177734375,8363295
2021-08-13,29.295795440673828,3922898
2021-08-16,29.290626525878906,5151981
2021-08-17,28.556682586669922,9734695
2021-08-18,28.809947967529297,4560448
2021-08-19,28.220720291137695,2960265
2021-08-20,28.778928756713867,3569240
2021-08-23,28.9443302154541,3754048
2021-08-24,28.809947967529297,3339529
2021-08-25,29.145906448364258,2865634
2021-08-26,29.114892959594727,2168708
2021-08-27,29.44051742553711,2831122
2021-08-30,29.202211380004883,5572252
2021-08-31,28.777421951293945,4878852
2021-09-01,29.279926300048828,2973995
2021-09-02,29.497501373291016,2155534
2021-09-03,29.46123695373535,2031216
2021-09-07,29.197038650512695,2326611
2021-09-08,28.963916778564453,2162029
2021-09-09,28.963916778564453,3606164
2021-09-10,28.53911781311035,2272245
2021-09-13,28.90175437927246,3137465
2021-09-14,28.596105575561523,2159988
2021-09-15,28.77223777770996,2535726
2021-09-16,28.580564498901367,1879436
2021-09-17,27.9537296295166,5010407
2021-09-20,27.119678497314453,3944607
2021-09-21,28.207571029663086,6127789
2021-09-22,28.808500289916992,4534285
2021-09-23,29.108972549438477,5412308
2021-09-24,29.00535774230957,2301191
2021-09-27,28.78778076171875,3441210
2021-09-28,27.9433650970459,5990111
2021-09-29,27.632539749145508,4281195
2021-09-30,27.720609664916992,5486342
2021-10-01,28.29564094543457,3470713
2021-10-04,27.865663528442383,2864892
2021-10-05,28.09878158569336,1938070
2021-10-06,28.150588989257812,2458909
2021-10-07,28.90693473815918,2723874
2021-10-08,29.165950775146484,2389142
2021-10-11,29.124509811401367,1726357
2021-10-12,29.217758178710938,2064615
2021-10-13,29.409433364868164,1639334
2021-10-14,30.093252182006836,2519398
2021-10-15,30.424806594848633,2204520
2021-10-18,30.33673858642578,1213311
2021-10-19,30.38854217529297,2321973
2021-10-20,30.92212677001953,2773787
2021-10-21,31.279586791992188,2347764
2021-10-22,31.605947494506836,1975736
2021-10-25,31.85978889465332,2305088
2021-10-26,31.73546028137207,2334405
2021-10-27,31.434993743896484,4020869
2021-10-28,32.04110336303711,2797352
2021-10-29,31.28476333618164,4203821
2021-11-01,31.232959747314453,2814422
2021-11-02,31.28476333618164,2916660
2021-11-03,31.445358276367188,2289316
2021-11-04,31.372825622558594,1577732
2021-11-05,31.901229858398438,2258329
2021-11-08,31.854612350463867,1578659
2021-11-09,31.823528289794922,2033999
2021-11-10,31.28993797302246,2327168
2021-11-11,30.533594131469727,2880664
2021-11-12,31.26921844482422,4220706
2021-11-15,30.678647994995117,2782137
2021-11-16,30.808156967163086,2227342
2021-11-17,30.75116729736328,2894394
2021-11-18,30.7563533782959,1477164
2021-11-19,30.87550163269043,2305088
2021-11-22,30.486970901489258,1840285
2021-11-23,30.290111541748047,2503812
2021-11-24,30.62684440612793,1661229
2021-11-26,29.813512802124023,1733965
2021-11-29,30.073116302490234,2678043
2021-11-30,29.164487838745117,4042392
2021-12-01,28.76468849182129,4595888
2021-12-02,29.652551651000977,2408253
2021-12-03,28.81661605834961,3786333
2021-12-06,29.74601173400879,2777312
2021-12-07,30.592334747314453,2236991
2021-12-08,30.311960220336914,1598699
2021-12-09,30.057540893554688,1412592
2021-12-10,30.311960220336914,1571052
2021-12-13,30.13543128967285,2304345
2021-12-14,29.917356491088867,3197954
2021-12-15,30.64945411682129,2799578
2021-12-16,30.275611877441406,2680641
2021-12-17,29.76158905029297,2080572
2021-12-20,29.377368927001953,1777940
2021-12-21,30.041967391967773,2103024
2021-12-22,30.52484130859375,1767178
2021-12-23,31.1219425201416,1862922
2021-12-27,31.57366371154785,1068211
2021-12-28,31.589235305786133,1214981
2021-12-29,31.630773544311523,1929534
2021-12-30,31.42827606201172,1398676
2021-12-31,31.350400924682617,2111373
2022-01-03,31.127140045166016,1611502
2022-01-04,31.4230899810791,3134311
2022-01-05,30.000431060791016,3637708
2022-01-06,29.88100814819336,5843897
2022-01-07,29.787551879882812,1833976
2022-01-10,29.429290771484375,1987983
2022-01-11,30.45734214782715,1834347
2022-01-12,30.61311149597168,3782066
2022-01-13,30.275611877441406,2732224
2022-01-14,29.64216423034668,2894394
2022-01-18,28.847761154174805,4106222
2022-01-19,28.55181121826172,3094788
2022-01-20,28.4895076751709,2511048
2022-01-21,27.721059799194336,3520069
2022-01-24,27.84048080444336,4463962
2022-01-25,27.95990562438965,4035527
2022-01-26,27.378376007080078,5638308
2022-01-27,27.144729614257812,5276485
2022-01-28,27.61202621459961,3510049
2022-01-31,28.608924865722656,4065957
2022-02-01,28.847761154174805,2945235
2022-02-02,28.99833869934082,2401759
2022-02-03,28.245473861694336,3762026
2022-02-04,28.37527847290039,5820518
2022-02-07,28.961992263793945,3045432
2022-02-08,29.133337020874023,2856171
2022-02-09,29.54351806640625,5840743
2022-02-10,31.00771141052246,10903289
2022-02-11,30.14061737060547,5669480
2022-02-14,29.418903350830078,4981275
2022-02-15,29.335826873779297,3806002
2022-02-16,29.30467987060547,2968058
2022-02-17,28.33893394470215,3244713
2022-02-18,27.622407913208008,6668667
