Price,Close,Volume
Ticker,SKF,SKF
Date,,
2021-03-23,88.22900390625,23313
2021-03-24,87.81510162353516,7288
2021-03-25,85.67664337158203,7275
2021-03-26,82.29647827148438,5838
2021-03-29,83.81409454345703,5713
2021-03-30,83.26223754882812,3113
2021-03-31,84.02106475830078,4688
2021-04-01,81.67564392089844,6800
2021-04-05,80.43394470214844,4075
2021-04-06,80.5719223022461,3950
2021-04-07,79.95106506347656,1400
2021-04-08,79.81311798095703,3325
2021-04-09,78.77835845947266,1988
2021-04-12,78.15751647949219,1338
2021-04-13,78.91632843017578,3313
2021-04-14,78.4334487915039,4988
2021-04-15,77.53667449951172,8150
2021-04-16,76.77784729003906,5425
2021-04-19,77.05380249023438,3475
2021-04-20,78.91632843017578,5300
2021-04-21,76.98481750488281,2588
2021-04-22,78.08853149414062,6400
2021-04-23,75.67413330078125,5725
2021-04-26,75.12226867675781,8788
2021-04-27,74.2254867553711,2350
2021-04-28,73.88057708740234,5175
2021-04-29,71.88008117675781,16250
2021-04-30,73.05281066894531,4163
2021-05-03,72.50092315673828,7025
2021-05-04,72.15601348876953,16888
2021-05-05,71.94908142089844,8050
2021-05-06,70.29348754882812,6450
2021-05-07,69.3967056274414,8288
2021-05-10,69.87957763671875,10213
2021-05-11,71.67314147949219,14350
2021-05-12,74.2254867553711,14938
2021-05-13,71.67314147949219,18238
2021-05-14,69.6726303100586,11350
2021-05-17,69.53466796875,4925
2021-05-18,70.7073745727539,3113
2021-05-19,71.53517150878906,12875
2021-05-20,70.9832992553711,3238
2021-05-21,70.08653259277344,2138
2021-05-24,69.18975830078125,3125
2021-05-25,70.22449493408203,2575
2021-05-26,70.01754760742188,4275
2021-05-27,68.7758560180664,3363
2021-05-28,68.70687866210938,4100
2021-06-01,67.7411117553711,10600
2021-06-02,67.12025451660156,5313
2021-06-03,67.05127716064453,7413
2021-06-04,66.70636749267578,12450
2021-06-07,67.05127716064453,4538
2021-06-08,66.91333770751953,5513
